ID,URL,Title,body,Country,Group,Protest,Protest_Typ,Discrim,Discrim_Type
678,https://www.youtube.com/watch?v=dEktB6x5bM8,La France est en Afrique pour ses propres intÃ©rÃªts | African Heroes,,none,none,0,0,0,0
693,https://www.kut.org/texas/2020-01-16/bill-to-create-an-african-american-national-historic-trail-in-texas-awaits-presidential-approval,Bill To Create An African American National Historic Trail In Texas Awaits Presidential Approval,,none,none,0,0,1,1
697,https://www.blackfilm.com/read/2020/01/blackfilm-coms-top-ten-african-american-directors-of-the-decade-2010-2019/,"Blackfilm.com's Top Ten African American Directors Of The Decade (2010-2019) - Black Movies, Television, and Theatre News",,none,none,0,0,1,1
730,https://www.dw.com/en/west-african-states-mired-in-controversy-over-eco-currency/a-52045052,West African states mired in controversy over â€²Ecoâ€² currency,,none,none,1,1,0,0
738,http://www.kolumnmagazine.com/2020/01/14/school-district-faces-12m-lawsuit-over-racist-photo-of-african-american-students-ajc-com/,School district faces $12M lawsuit over â€˜racistâ€™ photo of African American students | AJC.com,,none,none,0,0,1,1
746,https://www.businessinsider.co.za/south-africa-has-the-fastest-ultra-distance-runners-in-the-world-2020-1,"Runners in South African ultra-marathons run at the fastest pace in the world, report shows",,none,none,0,0,0,0
747,https://apnews.com/50f901e74759384266bf6a189805c8f2,"Fleeing war, poverty, African migrants face racism in Egypt",,none,none,1,1,1,1
764,https://www.mlive.com/highschoolsports/2020/01/greater-flint-african-american-sports-hall-of-fame-announces-class-of-2020.html,Greater Flint African American Sports Hall of Fame announces class of 2020,,none,none,0,0,0,0
777,https://www.youtube.com/watch?v=9QdilPf734g,à¤­à¤°à¥€ à¤œà¤µà¤¾à¤¨à¥€ à¤®à¥‡à¤‚ à¤­à¥€ à¤¹à¤¡à¥à¤¡à¤¿à¤¯à¥‹à¤‚ à¤ªà¤° à¤²à¤Ÿà¤•à¥€ à¤–à¤¾à¤² à¤œà¥ˆà¤¸à¥‡ à¤¦à¤¿à¤– à¤°à¤¹à¥‡ à¤‡à¤¨ à¤¶à¥‡à¤°à¥‹à¤‚ à¤•à¥€ à¤¯à¤¹ à¤¹à¤¾à¤²à¤¤ à¤¹à¥à¤ˆ à¤•à¥ˆà¤¸à¥‡? African Lions Sudan,,none,none,0,0,0,0
800,https://fatunetwork.net/former-african-development-bank-top-shot-oley-dibba-wadda-joins-udp-as-darboe-tells-52-year-old-politician-to-be-visible/,Former African Development Bank top-shot Oley Dibba-Wadda joins UDP as Darboe tells 52-year-old politician to be 'visible',,none,none,0,0,0,0
817,https://travel.sapeople.com/2020/01/30/nearly-100-flights-cancelled-by-south-african-airways-for-february/,Nearly 100 Flights Cancelled by South African Airways for February - Travel.SAPeople.com,,none,none,0,0,0,0
829,https://www.africanews.com/2020/01/10/merck-foundation-partners-with-african-leaders-in-sustainable-art-and-interiors-as-part-of-its-sustainability-initiative/,Merck Foundation partners with African Leaders in Sustainable Art and Interiors as part of its Sustainability Initiative | Africanews,,none,none,0,0,0,0
846,https://barenakedislam.com/2020/01/06/did-you-know-that-somali-congressmuslim-ilhan-omar-endorses-financiers-of-somali-terrorist-group-al-shabaab-that-just-attacked-a-u-s-military-base-in-kenya/,Did you know that Somali Congressmuslim Ilhan Omar endorses financiers of Somali terrorist group AL-Shabaab that just attacked a U.S. military base in Kenya?,,none,none,0,0,0,0
875,https://www.sapeople.com/2020/01/06/minister-condemns-torching-of-24-shosholoza-meyl-coaches/,Minister Condemns Torching of 24 Shosholoza Meyl Coaches - SAPeople - Your Worldwide South African Community,,none,none,0,0,0,0
877,https://www.premiumtimesng.com/sports/nigeria-sports-news/373167-cycling-team-nigeria-win-gold-silver-at-african-track-championship.html,"Cycling: Team Nigeria win gold, silver at African Track Championship",,none,none,0,0,0,0
882,https://cdn-af.feednews.com/news/detail/b783a4ed81b416a983207de695b1801d,Victor Osimhen and 7 African Players expected to take the world by storm in 2020,,none,none,0,0,0,0
887,https://www.pulse.ng/sports/football/pulse-list-2019-best-african-xi-of-the-year/l46r5ky,Pulse List 2019: Best African XI of the year,,none,none,0,0,0,0
904,https://www.popsugar.com/smart-living/disney-princesses-wearing-traditional-african-prints-47234853,Women Dress Up as Disney Princesses in African Prints,,none,none,0,0,0,0
914,https://www.edgainesentertainment.com/post/the-first-african-american-female-pilot-in-us-navy-history,The First African American Female Pilot In US Navy History,,none,none,0,0,0,0
